"STATENAME","COUNTYNAME","GEOID","MEDHHINCOME"
"North Carolina","Montgomery County","37123",45147
"North Carolina","Moore County","37125",63324
"North Carolina","Nash County","37127",49949
"North Carolina","New Hanover County","37129",56689
"North Carolina","Northampton County","37131",38969
"North Carolina","Onslow County","37133",51560
"North Carolina","Orange County","37135",74803
"North Carolina","Pamlico County","37137",48531
"North Carolina","Pasquotank County","37139",54439
"North Carolina","Pender County","37141",60044
"North Carolina","Perquimans County","37143",51036
"North Carolina","Person County","37145",57323
"North Carolina","Pitt County","37147",49337
"North Carolina","Polk County","37149",52125
"North Carolina","Randolph County","37151",48984
"North Carolina","Richmond County","37153",39051
"North Carolina","Robeson County","37155",35362
"North Carolina","Rockingham County","37157",45697
"North Carolina","Rowan County","37159",51054
"North Carolina","Rutherford County","37161",43183
"North Carolina","Sampson County","37163",42914
"North Carolina","Scotland County","37165",35936
"North Carolina","Stanly County","37167",54104
"North Carolina","Stokes County","37169",51668
"North Carolina","Surry County","37171",44979
"North Carolina","Swain County","37173",45554
"North Carolina","Transylvania County","37175",51509
"North Carolina","Tyrrell County","37177",38250
"North Carolina","Union County","37179",82557
"North Carolina","Vance County","37181",41827
"North Carolina","Wake County","37183",83567
"North Carolina","Warren County","37185",37476
"North Carolina","Washington County","37187",30941
"North Carolina","Watauga County","37189",46453
"North Carolina","Wayne County","37191",47221
"North Carolina","Wilkes County","37193",44980
"North Carolina","Wilson County","37195",44594
"North Carolina","Yadkin County","37197",46954
"North Carolina","Yancey County","37199",44554
"North Dakota","Adams County","38001",48750
"North Dakota","Barnes County","38003",60472
"North Dakota","Benson County","38005",50329
"North Dakota","Billings County","38007",64896
"North Dakota","Bottineau County","38009",65074
"North Dakota","Bowman County","38011",70521
"North Dakota","Burke County","38013",79405
"North Dakota","Burleigh County","38015",72974
"North Dakota","Cass County","38017",65976
"North Dakota","Cavalier County","38019",54955
"North Dakota","Dickey County","38021",64521
"North Dakota","Divide County","38023",64650
"North Dakota","Dunn County","38025",82750
"North Dakota","Eddy County","38027",52895
"North Dakota","Emmons County","38029",51012
"North Dakota","Foster County","38031",61250
"North Dakota","Golden Valley County","38033",72308
"North Dakota","Grand Forks County","38035",53721
"North Dakota","Grant County","38037",53750
"North Dakota","Griggs County","38039",53917
"North Dakota","Hettinger County","38041",59750
"North Dakota","Kidder County","38043",52063
"North Dakota","LaMoure County","38045",61477
"North Dakota","Logan County","38047",60592
"North Dakota","McHenry County","38049",67039
"North Dakota","McIntosh County","38051",51136
"North Dakota","McKenzie County","38053",75238
"North Dakota","McLean County","38055",70261
"North Dakota","Mercer County","38057",82087
"North Dakota","Morton County","38059",72778
"North Dakota","Mountrail County","38061",70412
"North Dakota","Nelson County","38063",53063
"North Dakota","Oliver County","38065",66641
"North Dakota","Pembina County","38067",60910
"North Dakota","Pierce County","38069",57398
"North Dakota","Ramsey County","38071",52688
"North Dakota","Ransom County","38073",62235
"North Dakota","Renville County","38075",69848
"North Dakota","Richland County","38077",60833
"North Dakota","Rolette County","38079",46481
"North Dakota","Sargent County","38081",64564
"North Dakota","Sheridan County","38083",54250
"North Dakota","Sioux County","38085",41893
"North Dakota","Slope County","38087",65833
"North Dakota","Stark County","38089",69412
"North Dakota","Steele County","38091",77167
"North Dakota","Stutsman County","38093",52815
"North Dakota","Towner County","38095",49464
"North Dakota","Traill County","38097",67604
"North Dakota","Walsh County","38099",55428
"North Dakota","Ward County","38101",68098
"North Dakota","Wells County","38103",56519
"North Dakota","Williams County","38105",79508
"Ohio","Adams County","39001",40067
"Ohio","Allen County","39003",51892
"Ohio","Ashland County","39005",55422
"Ohio","Ashtabula County","39007",47925
"Ohio","Athens County","39009",42414
"Ohio","Auglaize County","39011",66193
"Ohio","Belmont County","39013",51574
"Ohio","Brown County","39015",57200
"Ohio","Butler County","39017",69023
"Ohio","Carroll County","39019",52574
"Ohio","Champaign County","39021",59909
"Ohio","Clark County","39023",51504
"Ohio","Clermont County","39025",69720
"Ohio","Clinton County","39027",54683
"Ohio","Columbiana County","39029",49407
"Ohio","Coshocton County","39031",48552
"Ohio","Crawford County","39033",46391
"Ohio","Cuyahoga County","39035",51741
"Ohio","Darke County","39037",54799
"Ohio","Defiance County","39039",62110
"Ohio","Delaware County","39041",111411
"Ohio","Erie County","39043",58408
"Ohio","Fairfield County","39045",70906
"Ohio","Fayette County","39047",48637
"Ohio","Franklin County","39049",62352
"Ohio","Fulton County","39051",61290
"Ohio","Gallia County","39053",48975
"Ohio","Geauga County","39055",83730
"Ohio","Greene County","39057",70055
"Ohio","Guernsey County","39059",46352
"Ohio","Hamilton County","39061",59190
"Ohio","Hancock County","39063",57384
"Ohio","Hardin County","39065",50214
"Ohio","Harrison County","39067",49454
"Ohio","Henry County","39069",60425
"Ohio","Highland County","39071",47973
"Ohio","Hocking County","39073",54774
"Ohio","Holmes County","39075",64453
"Ohio","Huron County","39077",55041
"Ohio","Jackson County","39079",48915
"Ohio","Jefferson County","39081",46849
"Ohio","Knox County","39083",61590
"Ohio","Lake County","39085",65814
"Ohio","Lawrence County","39087",46584
"Ohio","Licking County","39089",67736
"Ohio","Logan County","39091",60417
"Ohio","Lorain County","39093",58798
"Ohio","Lucas County","39095",49946
"Ohio","Madison County","39097",68663
"Ohio","Mahoning County","39099",47092
"Ohio","Marion County","39101",49225
"Ohio","Medina County","39103",77784
"Ohio","Meigs County","39105",43445
"Ohio","Mercer County","39107",65566
"Ohio","Miami County","39109",62347
"Ohio","Monroe County","39111",46241
"Ohio","Montgomery County","39113",53064
"Ohio","Morgan County","39115",43791
"Ohio","Morrow County","39117",61769
"Ohio","Muskingum County","39119",48350
"Ohio","Noble County","39121",50070
"Ohio","Ottawa County","39123",59306
"Ohio","Paulding County","39125",56531
"Ohio","Perry County","39127",52978
"Ohio","Pickaway County","39129",61629
"Ohio","Pike County","39131",44115
"Ohio","Portage County","39133",59485
"Ohio","Preble County","39135",61339
"Ohio","Putnam County","39137",67790
"Ohio","Richland County","39139",49186
"Ohio","Ross County","39141",51508
"Ohio","Sandusky County","39143",55245
"Ohio","Scioto County","39145",41866
"Ohio","Seneca County","39147",52897
"Ohio","Shelby County","39149",64522
"Ohio","Stark County","39151",55045
"Ohio","Summit County","39153",59253
"Ohio","Trumbull County","39155",47799
"Ohio","Tuscarawas County","39157",54451
"Ohio","Union County","39159",88565
"Ohio","Van Wert County","39161",55991
"Ohio","Vinton County","39163",45034
"Ohio","Warren County","39165",89410
"Ohio","Washington County","39167",51808
"Ohio","Wayne County","39169",61424
"Ohio","Williams County","39171",52855
"Ohio","Wood County","39173",63189
"Ohio","Wyandot County","39175",57925
"Oklahoma","Adair County","40001",34375
"Oklahoma","Alfalfa County","40003",64122
"Oklahoma","Atoka County","40005",42392
"Oklahoma","Beaver County","40007",55083
"Oklahoma","Beckham County","40009",47095
"Oklahoma","Blaine County","40011",49638
"Oklahoma","Bryan County","40013",47175
"Oklahoma","Caddo County","40015",46499
"Oklahoma","Canadian County","40017",73591
"Oklahoma","Carter County","40019",51148
"Oklahoma","Cherokee County","40021",43378
"Oklahoma","Choctaw County","40023",37121
"Oklahoma","Cimarron County","40025",47095
"Oklahoma","Cleveland County","40027",65412
"Oklahoma","Coal County","40029",42277
"Oklahoma","Comanche County","40031",52377
"Oklahoma","Cotton County","40033",49583
"Oklahoma","Craig County","40035",43003
"Oklahoma","Creek County","40037",52315
"Oklahoma","Custer County","40039",51351
"Oklahoma","Delaware County","40041",44268
"Oklahoma","Dewey County","40043",51169
"Oklahoma","Ellis County","40045",48264
"Oklahoma","Garfield County","40047",55435
"Oklahoma","Garvin County","40049",47321
"Oklahoma","Grady County","40051",64507
"Oklahoma","Grant County","40053",53147
"Oklahoma","Greer County","40055",46794
"Oklahoma","Harmon County","40057",53087
"Oklahoma","Harper County","40059",44318
"Oklahoma","Haskell County","40061",43950
"Oklahoma","Hughes County","40063",38020
"Oklahoma","Jackson County","40065",52535
"Oklahoma","Jefferson County","40067",43871
"Oklahoma","Johnston County","40069",44238
"Oklahoma","Kay County","40071",47456
"Oklahoma","Kingfisher County","40073",61738
"Oklahoma","Kiowa County","40075",34747
"Oklahoma","Latimer County","40077",40044
"Oklahoma","Le Flore County","40079",41900
"Oklahoma","Lincoln County","40081",51206
"Oklahoma","Logan County","40083",70456
"Oklahoma","Love County","40085",54423
"Oklahoma","Major County","40093",56781
"Oklahoma","Marshall County","40095",48573
"Oklahoma","Mayes County","40097",50012
"Oklahoma","McClain County","40087",70005
"Oklahoma","McCurtain County","40089",39091
"Oklahoma","McIntosh County","40091",39588
"Oklahoma","Murray County","40099",53696
"Oklahoma","Muskogee County","40101",41633
"Oklahoma","Noble County","40103",60019
"Oklahoma","Nowata County","40105",42051
"Oklahoma","Okfuskee County","40107",40913
"Oklahoma","Oklahoma County","40109",55519
"Oklahoma","Okmulgee County","40111",45319
"Oklahoma","Osage County","40113",50105
"Oklahoma","Ottawa County","40115",40662
"Oklahoma","Pawnee County","40117",50991
"Oklahoma","Payne County","40119",42103
"Oklahoma","Pittsburg County","40121",47511
"Oklahoma","Pontotoc County","40123",51682
"Oklahoma","Pottawatomie County","40125",51150
"Oklahoma","Pushmataha County","40127",38325
"Oklahoma","Roger Mills County","40129",54653
"Oklahoma","Rogers County","40131",66038
"Oklahoma","Seminole County","40133",38588
"Oklahoma","Sequoyah County","40135",41803
"Oklahoma","Stephens County","40137",51156
"Oklahoma","Texas County","40139",50702
"Oklahoma","Tillman County","40141",39975
"Oklahoma","Tulsa County","40143",57024
"Oklahoma","Wagoner County","40145",64958
"Oklahoma","Washington County","40147",53384
"Oklahoma","Washita County","40149",52591
"Oklahoma","Woods County","40151",51985
"Oklahoma","Woodward County","40153",56182
"Oregon","Baker County","41001",46250
"Oregon","Benton County","41003",65142
"Oregon","Clackamas County","41005",82911
"Oregon","Clatsop County","41007",57466
"Oregon","Columbia County","41009",68170
"Oregon","Coos County","41011",49445
"Oregon","Crook County","41013",59000
"Oregon","Curry County","41015",53174
"Oregon","Deschutes County","41017",68937
"Oregon","Douglas County","41019",50031
"Oregon","Gilliam County","41021",41838
"Oregon","Grant County","41023",48202
"Oregon","Harney County","41025",43387
"Oregon","Hood River County","41027",72418
"Oregon","Jackson County","41029",56327
"Oregon","Jefferson County","41031",55844
"Oregon","Josephine County","41033",47733
"Oregon","Klamath County","41035",48560
"Oregon","Lake County","41037",44237
"Oregon","Lane County","41039",54942
"Oregon","Lincoln County","41041",50775
"Oregon","Linn County","41043",59547
"Oregon","Malheur County","41045",44362
"Oregon","Marion County","41047",61817
"Oregon","Morrow County","41049",56572
"Oregon","Multnomah County","41051",71425
"Oregon","Polk County","41053",65665
"Oregon","Sherman County","41055",51472
"Oregon","Tillamook County","41057",54268
"Oregon","Umatilla County","41059",57973
"Oregon","Union County","41061",53940
"Oregon","Wallowa County","41063",53423
"Oregon","Wasco County","41065",54725
"Oregon","Washington County","41067",86626
"Oregon","Wheeler County","41069",45354
"Oregon","Yamhill County","41071",67296
"Pennsylvania","Adams County","42001",68411
"Pennsylvania","Allegheny County","42003",62320
"Pennsylvania","Armstrong County","42005",53545
"Pennsylvania","Beaver County","42007",59014
"Pennsylvania","Bedford County","42009",51531
"Pennsylvania","Berks County","42011",66154
"Pennsylvania","Blair County","42013",50856
"Pennsylvania","Bradford County","42015",52375
"Pennsylvania","Bucks County","42017",93181
"Pennsylvania","Butler County","42019",72642
"Pennsylvania","Cambria County","42021",47644
"Pennsylvania","Cameron County","42023",40342
"Pennsylvania","Carbon County","42025",57601
"Pennsylvania","Centre County","42027",61921
"Pennsylvania","Chester County","42029",104161
"Pennsylvania","Clarion County","42031",49695
"Pennsylvania","Clearfield County","42033",50150
"Pennsylvania","Clinton County","42035",51145
"Pennsylvania","Columbia County","42037",52219
"Pennsylvania","Crawford County","42039",51919
"Pennsylvania","Cumberland County","42041",71979
"Pennsylvania","Dauphin County","42043",63123
"Pennsylvania","Delaware County","42045",76238
"Pennsylvania","Elk County","42047",54961
"Pennsylvania","Erie County","42049",52863
"Pennsylvania","Fayette County","42051",49075
"Pennsylvania","Forest County","42053",41225
"Pennsylvania","Franklin County","42055",63420
"Pennsylvania","Fulton County","42057",55424
"Pennsylvania","Greene County","42059",55993
"Pennsylvania","Huntingdon County","42061",53597
"Pennsylvania","Indiana County","42063",49270
"Pennsylvania","Jefferson County","42065",49604
"Pennsylvania","Juniata County","42067",53502
"Pennsylvania","Lackawanna County","42069",54064
"Pennsylvania","Lancaster County","42071",69588
"Pennsylvania","Lawrence County","42073",50080
"Pennsylvania","Lebanon County","42075",61632
"Pennsylvania","Lehigh County","42077",66214
"Pennsylvania","Luzerne County","42079",53194
"Pennsylvania","Lycoming County","42081",54906
"Pennsylvania","McKean County","42083",49240
"Pennsylvania","Mercer County","42085",50529
"Pennsylvania","Mifflin County","42087",52641
"Pennsylvania","Monroe County","42089",68734
"Pennsylvania","Montgomery County","42091",93518
"Pennsylvania","Montour County","42093",59915
"Pennsylvania","Northampton County","42095",73088
"Pennsylvania","Northumberland County","42097",49273
"Pennsylvania","Perry County","42099",70660
"Pennsylvania","Philadelphia County","42101",49127
"Pennsylvania","Pike County","42103",67495
"Pennsylvania","Potter County","42105",47696
"Pennsylvania","Schuylkill County","42107",53703
"Pennsylvania","Snyder County","42109",60227
"Pennsylvania","Somerset County","42111",51255
"Pennsylvania","Sullivan County","42113",49830
"Pennsylvania","Susquehanna County","42115",55788
"Pennsylvania","Tioga County","42117",51838
"Pennsylvania","Union County","42119",56824
"Pennsylvania","Venango County","42121",51405
"Pennsylvania","Warren County","42123",52034
"Pennsylvania","Washington County","42125",65478
"Pennsylvania","Wayne County","42127",55572
"Pennsylvania","Westmoreland County","42129",61398
"Pennsylvania","Wyoming County","42131",60075
"Pennsylvania","York County","42133",68940
"Rhode Island","Bristol County","44001",85413
"Rhode Island","Kent County","44003",75857
"Rhode Island","Newport County","44005",84282
"Rhode Island","Providence County","44007",62323
"Rhode Island","Washington County","44009",86970
"South Carolina","Abbeville County","45001",43090
"South Carolina","Aiken County","45003",53385
"South Carolina","Allendale County","45005",26074
"South Carolina","Anderson County","45007",53598
"South Carolina","Bamberg County","45009",42830
"South Carolina","Barnwell County","45011",37572
"South Carolina","Beaufort County","45013",71430
"South Carolina","Berkeley County","45015",65443
"South Carolina","Calhoun County","45017",49844
"South Carolina","Charleston County","45019",67182
"South Carolina","Cherokee County","45021",37787
"South Carolina","Chester County","45023",43985
"South Carolina","Chesterfield County","45025",41937
"South Carolina","Clarendon County","45027",43881
"South Carolina","Colleton County","45029",36748
"South Carolina","Darlington County","45031",37141
"South Carolina","Dillon County","45033",36429
"South Carolina","Dorchester County","45035",63501
"South Carolina","Edgefield County","45037",52491
"South Carolina","Fairfield County","45039",43861
"South Carolina","Florence County","45041",49645
"South Carolina","Georgetown County","45043",52488
"South Carolina","Greenville County","45045",62422
"South Carolina","Greenwood County","45047",41081
"South Carolina","Hampton County","45049",38178
"South Carolina","Horry County","45051",51570
"South Carolina","Jasper County","45053",45924
"South Carolina","Kershaw County","45055",53980
"South Carolina","Lancaster County","45057",65421
"South Carolina","Laurens County","45059",44374
"South Carolina","Lee County","45061",32851
"South Carolina","Lexington County","45063",62740
"South Carolina","Marion County","45067",30791
"South Carolina","Marlboro County","45069",31528
"South Carolina","McCormick County","45065",47402
"South Carolina","Newberry County","45071",46038
"South Carolina","Oconee County","45073",49691
"South Carolina","Orangeburg County","45075",36802
"South Carolina","Pickens County","45077",51032
"South Carolina","Richland County","45079",54441
"South Carolina","Saluda County","45081",43410
"South Carolina","Spartanburg County","45083",53757
"South Carolina","Sumter County","45085",46570
"South Carolina","Union County","45087",41117
"South Carolina","Williamsburg County","45089",35681
"South Carolina","York County","45091",68555
"South Dakota","Aurora County","46003",65132
"South Dakota","Beadle County","46005",53461
"South Dakota","Bennett County","46007",41887
"South Dakota","Bon Homme County","46009",50195
"South Dakota","Brookings County","46011",57471
"South Dakota","Brown County","46013",61816
"South Dakota","Brule County","46015",57181
"South Dakota","Buffalo County","46017",35000
"South Dakota","Butte County","46019",49353
"South Dakota","Campbell County","46021",54228
"South Dakota","Charles Mix County","46023",52348
"South Dakota","Clark County","46025",50709
"South Dakota","Clay County","46027",51447
"South Dakota","Codington County","46029",57885
"South Dakota","Corson County","46031",36705
"South Dakota","Custer County","46033",64556
"South Dakota","Davison County","46035",48267
"South Dakota","Day County","46037",46753
"South Dakota","Deuel County","46039",67396
"South Dakota","Dewey County","46041",45859
"South Dakota","Douglas County","46043",61793
"South Dakota","Edmunds County","46045",64896
"South Dakota","Fall River County","46047",51383
"South Dakota","Faulk County","46049",49423
"South Dakota","Grant County","46051",65327
"South Dakota","Gregory County","46053",44706
"South Dakota","Haakon County","46055",40673
"South Dakota","Hamlin County","46057",67626
"South Dakota","Hand County","46059",58333
"South Dakota","Hanson County","46061",63750
"South Dakota","Harding County","46063",61111
"South Dakota","Hughes County","46065",69575
"South Dakota","Hutchinson County","46067",61290
"South Dakota","Hyde County","46069",59844
"South Dakota","Jackson County","46071",24549
"South Dakota","Jerauld County","46073",49265
"South Dakota","Jones County","46075",46688
"South Dakota","Kingsbury County","46077",61316
"South Dakota","Lake County","46079",63165
"South Dakota","Lawrence County","46081",52146
"South Dakota","Lincoln County","46083",84260
"South Dakota","Lyman County","46085",54484
"South Dakota","Marshall County","46091",68056
"South Dakota","McCook County","46087",66208
"South Dakota","McPherson County","46089",51379
"South Dakota","Meade County","46093",62275
"South Dakota","Mellette County","46095",33882
"South Dakota","Miner County","46097",53135
"South Dakota","Minnehaha County","46099",63699
"South Dakota","Moody County","46101",61894
"South Dakota","Oglala Lakota County","46102",31423
"South Dakota","Pennington County","46103",58278
"South Dakota","Perkins County","46105",61815
"South Dakota","Potter County","46107",57120
"South Dakota","Roberts County","46109",50877
"South Dakota","Sanborn County","46111",55398
"South Dakota","Spink County","46115",62125
"South Dakota","Stanley County","46117",71602
"South Dakota","Sully County","46119",60508
"South Dakota","Todd County","46121",24102
"South Dakota","Tripp County","46123",54054
"South Dakota","Turner County","46125",63062
"South Dakota","Union County","46127",74006
"South Dakota","Walworth County","46129",51481
"South Dakota","Yankton County","46135",61878
"South Dakota","Ziebach County","46137",36615
"Tennessee","Anderson County","47001",52338
"Tennessee","Bedford County","47003",52973
"Tennessee","Benton County","47005",39019
"Tennessee","Bledsoe County","47007",49382
"Tennessee","Blount County","47009",60301
"Tennessee","Bradley County","47011",51872
"Tennessee","Campbell County","47013",41769
"Tennessee","Cannon County","47015",52518
"Tennessee","Carroll County","47017",42877
"Tennessee","Carter County","47019",40820
"Tennessee","Cheatham County","47021",63988
"Tennessee","Chester County","47023",53336
"Tennessee","Claiborne County","47025",37954
"Tennessee","Clay County","47027",32064
"Tennessee","Cocke County","47029",38530
"Tennessee","Coffee County","47031",51030
"Tennessee","Crockett County","47033",47581
"Tennessee","Cumberland County","47035",49423
"Tennessee","Davidson County","47037",62515
"Tennessee","Decatur County","47039",40389
"Tennessee","DeKalb County","47041",44389
"Tennessee","Dickson County","47043",57804
"Tennessee","Dyer County","47045",45042
"Tennessee","Fayette County","47047",63618
"Tennessee","Fentress County","47049",40203
"Tennessee","Franklin County","47051",47777
"Tennessee","Gibson County","47053",45557
"Tennessee","Giles County","47055",49815
"Tennessee","Grainger County","47057",44703
"Tennessee","Greene County","47059",43150
"Tennessee","Grundy County","47061",43116
"Tennessee","Hamblen County","47063",43151
"Tennessee","Hamilton County","47065",56606
"Tennessee","Hancock County","47067",28234
"Tennessee","Hardeman County","47069",39636
"Tennessee","Hardin County","47071",42285
"Tennessee","Hawkins County","47073",45318
"Tennessee","Haywood County","47075",38994
"Tennessee","Henderson County","47077",44534
"Tennessee","Henry County","47079",41037
"Tennessee","Hickman County","47081",47457
"Tennessee","Houston County","47083",43521
"Tennessee","Humphreys County","47085",48411
"Tennessee","Jackson County","47087",35880
"Tennessee","Jefferson County","47089",51899
"Tennessee","Johnson County","47091",38090
"Tennessee","Knox County","47093",59250
"Tennessee","Lake County","47095",34230
"Tennessee","Lauderdale County","47097",41905
"Tennessee","Lawrence County","47099",43734
"Tennessee","Lewis County","47101",36977
"Tennessee","Lincoln County","47103",53923
"Tennessee","Loudon County","47105",61664
"Tennessee","Macon County","47111",38080
"Tennessee","Madison County","47113",48396
"Tennessee","Marion County","47115",50059
"Tennessee","Marshall County","47117",55299
"Tennessee","Maury County","47119",60567
"Tennessee","McMinn County","47107",46872
"Tennessee","McNairy County","47109",40327
"Tennessee","Meigs County","47121",50733
"Tennessee","Monroe County","47123",45576
"Tennessee","Montgomery County","47125",60878
"Tennessee","Moore County","47127",63762
"Tennessee","Morgan County","47129",41701
"Tennessee","Obion County","47131",39985
"Tennessee","Overton County","47133",36478
"Tennessee","Perry County","47135",48716
"Tennessee","Pickett County","47137",43125
"Tennessee","Polk County","47139",45326
"Tennessee","Putnam County","47141",45160
"Tennessee","Rhea County","47143",46096
"Tennessee","Roane County","47145",55578
"Tennessee","Robertson County","47147",66088
"Tennessee","Rutherford County","47149",68718
"Tennessee","Scott County","47151",37135
"Tennessee","Sequatchie County","47153",44217
"Tennessee","Sevier County","47155",51734
"Tennessee","Shelby County","47157",52092
"Tennessee","Smith County","47159",48611
"Tennessee","Stewart County","47161",49537
"Tennessee","Sullivan County","47163",47438
"Tennessee","Sumner County","47165",69878
"Tennessee","Tipton County","47167",62474
"Tennessee","Trousdale County","47169",56981
"Tennessee","Unicoi County","47171",44526
"Tennessee","Union County","47173",45143
"Tennessee","Van Buren County","47175",47576
"Tennessee","Warren County","47177",42668
"Tennessee","Washington County","47179",48923
"Tennessee","Wayne County","47181",42206
"Tennessee","Weakley County","47183",41488
"Tennessee","White County","47185",44282
"Tennessee","Williamson County","47187",111196
"Tennessee","Wilson County","47189",78962
"Texas","Anderson County","48001",45847
"Texas","Andrews County","48003",75147
"Texas","Angelina County","48005",49684
"Texas","Aransas County","48007",47924
"Texas","Archer County","48009",63958
"Texas","Armstrong County","48011",69386
"Texas","Atascosa County","48013",59251
"Texas","Austin County","48015",64468
"Texas","Bailey County","48017",55038
"Texas","Bandera County","48019",60361
"Texas","Bastrop County","48021",71820
"Texas","Baylor County","48023",40946
"Texas","Bee County","48025",45287
"Texas","Bell County","48027",54987
"Texas","Bexar County","48029",58288
"Texas","Blanco County","48031",70397
"Texas","Borden County","48033",83281
"Texas","Bosque County","48035",57337
"Texas","Bowie County","48037",51796
"Texas","Brazoria County","48039",83325
"Texas","Brazos County","48041",50289
"Texas","Brewster County","48043",45296
"Texas","Briscoe County","48045",37875
"Texas","Brooks County","48047",25058
"Texas","Brown County","48049",49180
"Texas","Burleson County","48051",60058
"Texas","Burnet County","48053",59919
"Texas","Caldwell County","48055",59846
"Texas","Calhoun County","48057",57170
"Texas","Callahan County","48059",51955
"Texas","Cameron County","48061",41200
"Texas","Camp County","48063",49539
"Texas","Carson County","48065",74246
"Texas","Cass County","48067",47539
"Texas","Castro County","48069",49900
"Texas","Chambers County","48071",95989
"Texas","Cherokee County","48073",50199
"Texas","Childress County","48075",43564
"Texas","Clay County","48077",63125
"Texas","Cochran County","48079",41000
"Texas","Coke County","48081",45072
"Texas","Coleman County","48083",46948
"Texas","Collin County","48085",100541
"Texas","Collingsworth County","48087",41202
"Texas","Colorado County","48089",52663
"Texas","Comal County","48091",80781
"Texas","Comanche County","48093",54889
"Texas","Concho County","48095",53333
"Texas","Cooke County","48097",62733
"Texas","Coryell County","48099",54712
"Texas","Cottle County","48101",40250
"Texas","Crane County","48103",54596
"Texas","Crockett County","48105",46695
"Texas","Crosby County","48107",42470
"Texas","Culberson County","48109",34853
"Texas","Dallam County","48111",58956
"Texas","Dallas County","48113",61870
"Texas","Dawson County","48115",40469
"Texas","Deaf Smith County","48117",49790
"Texas","Delta County","48119",49868
"Texas","Denton County","48121",90354
"Texas","DeWitt County","48123",53815
"Texas","Dickens County","48125",41141
"Texas","Dimmit County","48127",25996
"Texas","Donley County","48129",51875
"Texas","Duval County","48131",45349
"Texas","Eastland County","48133",41559
"Texas","Ector County","48135",63096
"Texas","Edwards County","48137",40643
"Texas","El Paso County","48141",48292
"Texas","Ellis County","48139",79834
"Texas","Erath County","48143",55383
"Texas","Falls County","48145",36854
"Texas","Fannin County","48147",57898
"Texas","Fayette County","48149",62872
"Texas","Fisher County","48151",52683
"Texas","Floyd County","48153",52714
"Texas","Foard County","48155",39306
"Texas","Fort Bend County","48157",100189
"Texas","Franklin County","48159",59632
"Texas","Freestone County","48161",52232
"Texas","Frio County","48163",48708
"Texas","Gaines County","48165",62994
"Texas","Galveston County","48167",74633
"Texas","Garza County","48169",58938
"Texas","Gillespie County","48171",61445
"Texas","Glasscock County","48173",74375
"Texas","Goliad County","48175",50000
"Texas","Gonzales County","48177",58210
"Texas","Gray County","48179",54679
"Texas","Grayson County","48181",58296
"Texas","Gregg County","48183",52027
"Texas","Grimes County","48185",56086
"Texas","Guadalupe County","48187",75774
"Texas","Hale County","48189",47500
"Texas","Hall County","48191",40197
"Texas","Hamilton County","48193",46893
"Texas","Hansford County","48195",46507
"Texas","Hardeman County","48197",47188
"Texas","Hardin County","48199",61221
"Texas","Harris County","48201",63022
"Texas","Harrison County","48203",54234
"Texas","Hartley County","48205",53722
"Texas","Haskell County","48207",48955
"Texas","Hays County","48209",68724
"Texas","Hemphill County","48211",59605
"Texas","Henderson County","48213",49469
"Texas","Hidalgo County","48215",41846
"Texas","Hill County","48217",55615
"Texas","Hockley County","48219",47010
"Texas","Hood County","48221",71253
"Texas","Hopkins County","48223",54600
"Texas","Houston County","48225",40838
"Texas","Howard County","48227",57761
"Texas","Hudspeth County","48229",31505
"Texas","Hunt County","48231",57467
"Texas","Hutchinson County","48233",57921
"Texas","Irion County","48235",53778
"Texas","Jack County","48237",54087
"Texas","Jackson County","48239",58243
"Texas","Jasper County","48241",42756
"Texas","Jeff Davis County","48243",NA
"Texas","Jefferson County","48245",50840
"Texas","Jim Hogg County","48247",35736
"Texas","Jim Wells County","48249",45857
"Texas","Johnson County","48251",65311
"Texas","Jones County","48253",52471
"Texas","Karnes County","48255",52896
"Texas","Kaufman County","48257",72179
"Texas","Kendall County","48259",98692
"Texas","Kenedy County","48261",40083
"Texas","Kent County","48263",61706
"Texas","Kerr County","48265",57196
"Texas","Kimble County","48267",46602
"Texas","King County","48269",39286
"Texas","Kinney County","48271",39972
"Texas","Kleberg County","48273",47301
"Texas","Knox County","48275",50719
"Texas","La Salle County","48283",47162
"Texas","Lamar County","48277",48036
"Texas","Lamb County","48279",44935
"Texas","Lampasas County","48281",64808
"Texas","Lavaca County","48285",54211
"Texas","Lee County","48287",56696
"Texas","Leon County","48289",43392
"Texas","Liberty County","48291",50917
"Texas","Limestone County","48293",45781
"Texas","Lipscomb County","48295",63182
"Texas","Live Oak County","48297",50212
"Texas","Llano County","48299",58941
"Texas","Loving County","48301",44076
"Texas","Lubbock County","48303",53425
"Texas","Lynn County","48305",46163
"Texas","Madison County","48313",60499
"Texas","Marion County","48315",39093
"Texas","Martin County","48317",70000
"Texas","Mason County","48319",61434
"Texas","Matagorda County","48321",48733
"Texas","Maverick County","48323",41385
"Texas","McCulloch County","48307",48618
"Texas","McLennan County","48309",50210
"Texas","McMullen County","48311",67386
"Texas","Medina County","48325",62701
"Texas","Menard County","48327",43826
"Texas","Midland County","48329",83217
"Texas","Milam County","48331",48253
"Texas","Mills County","48333",50198
"Texas","Mitchell County","48335",44939
"Texas","Montague County","48337",57511
"Texas","Montgomery County","48339",83274
"Texas","Moore County","48341",53967
"Texas","Morris County","48343",43995
"Texas","Motley County","48345",45417
"Texas","Nacogdoches County","48347",44507
"Texas","Navarro County","48349",47574
"Texas","Newton County","48351",40690
"Texas","Nolan County","48353",43692
